-1.289980,0.000000
0.030681,-0.000223
0.030688,-0.000444
0.030701,-0.000667
0.030712,-0.000889
0.030733,-0.001112
0.030756,-0.001337
0.030781,-0.001559
0.030815,-0.001784
0.030852,-0.002011
0.030890,-0.002233
0.030938,-0.002460
0.030987,-0.002690
0.031038,-0.002911
0.031101,-0.003146
0.031162,-0.003379
0.031230,-0.003582
0.031324,-0.003845
0.031394,-0.004074
0.031467,-0.004323
0.031561,-0.004544
0.031655,-0.004784
0.031748,-0.005028
0.031860,-0.005265
0.031970,-0.005511
0.032082,-0.005757
0.032213,-0.006004
0.032339,-0.006254
0.032473,-0.006505
0.032624,-0.006764
0.032769,-0.007017
0.032925,-0.007271
0.033102,-0.007563
0.033246,-0.007806
0.033432,-0.008076
0.033627,-0.008332
0.033825,-0.008622
0.034030,-0.008900
0.034252,-0.009178
0.034474,-0.009468
0.034709,-0.009755
0.034959,-0.010049
0.035211,-0.010350
0.035481,-0.010652
0.035765,-0.010961
0.036055,-0.011274
0.036363,-0.011590
0.036684,-0.011917
0.037017,-0.012245
0.037369,-0.012581
0.037736,-0.012926
0.038119,-0.013271
0.038523,-0.013627
0.038941,-0.013991
0.039381,-0.014358
0.039844,-0.014738
0.040325,-0.015126
0.040835,-0.015519
0.041367,-0.015925
0.041921,-0.016339
0.042512,-0.016761
0.043126,-0.017201
0.043771,-0.017644
0.044463,-0.018106
0.045178,-0.018579
0.045935,-0.019049
0.046753,-0.019566
0.047567,-0.020096
0.048446,-0.020617
0.049392,-0.021132
0.050394,-0.021709
0.051443,-0.022292
0.052568,-0.022886
0.053752,-0.023515
0.055010,-0.024158
0.056358,-0.024826
0.057780,-0.025524
0.059304,-0.026242
0.060938,-0.026996
0.062667,-0.027779
0.064533,-0.028592
0.066537,-0.029461
0.068656,-0.030342
0.070989,-0.031252
0.073496,-0.032237
0.076196,-0.033299
0.079106,-0.034379
0.082277,-0.035521
0.085719,-0.036742
0.089474,-0.038023
0.093585,-0.039389
0.098088,-0.040846
0.103047,-0.042392
0.108519,-0.044053
0.114575,-0.045836
0.121316,-0.047752
0.128840,-0.049829
0.137279,-0.052082
0.146798,-0.054538
0.157585,-0.057228
0.169888,-0.060193
0.184020,-0.063479
0.200366,-0.067149
0.219444,-0.071272
0.241924,-0.075957
0.268705,-0.081331
0.301029,-0.087571
0.340636,-0.094928
0.390056,-0.103750
0.453102,-0.114574
0.535772,-0.128223
0.648089,-0.146058
0.808069,-0.170524
1.051682,-0.206460
1.462344,-0.265057
2.287139,-0.379358
4.722286,-0.709173
123.231621,-16.538565
-5.777140,0.681658
-3.018298,0.306518
-2.145722,0.182230
-1.733500,0.118113
-1.507317,0.077198
-1.378431,0.047147
-1.311027,0.022440
-1.289980,0.000000
-1.311026,-0.022435
-1.378430,-0.047143
-1.507312,-0.077196
-1.733495,-0.118107
-2.145717,-0.182225
-3.018281,-0.306513
-5.777095,-0.681636
123.231598,16.538458
4.722238,0.709166
2.287131,0.379354
1.462332,0.265058
1.051672,0.206464
0.808061,0.170524
0.648079,0.146059
0.535765,0.128225
0.453098,0.114576
0.390052,0.103752
0.340631,0.094926
0.301024,0.087569
0.268701,0.081328
0.241922,0.075958
0.219443,0.071274
0.200364,0.067150
0.184018,0.063479
0.169886,0.060192
0.157583,0.057228
0.146795,0.054539
0.137277,0.052081
0.128837,0.049830
0.121313,0.047752
0.114572,0.045835
0.108516,0.044053
0.103044,0.042393
0.098086,0.040847
0.093583,0.039390
0.089472,0.038023
0.085717,0.036743
0.082275,0.035522
0.079104,0.034379
0.076195,0.033300
0.073495,0.032239
0.070988,0.031254
0.068655,0.030341
0.066536,0.029462
0.064532,0.028592
0.062665,0.027779
0.060936,0.026997
0.059303,0.026243
0.057779,0.025524
0.056356,0.024826
0.055008,0.024158
0.053750,0.023516
0.052567,0.022887
0.051441,0.022293
0.050393,0.021709
0.049392,0.021132
0.048445,0.020618
0.047566,0.020097
0.046752,0.019567
0.045934,0.019049
0.045176,0.018579
0.044462,0.018106
0.043771,0.017644
0.043125,0.017201
0.042512,0.016762
0.041921,0.016340
0.041367,0.015926
0.040834,0.015519
0.040324,0.015127
0.039843,0.014739
0.039380,0.014359
0.038941,0.013992
0.038522,0.013627
0.038118,0.013272
0.037735,0.012927
0.037368,0.012581
0.037016,0.012246
0.036684,0.011918
0.036362,0.011591
0.036055,0.011275
0.035764,0.010962
0.035480,0.010653
0.035211,0.010350
0.034958,0.010049
0.034708,0.009756
0.034474,0.009469
0.034251,0.009179
0.034030,0.008900
0.033824,0.008623
0.033627,0.008333
0.033431,0.008077
0.033246,0.007807
0.033102,0.007564
0.032925,0.007273
0.032769,0.007018
0.032624,0.006766
0.032472,0.006505
0.032339,0.006255
0.032213,0.006005
0.032082,0.005757
0.031969,0.005511
0.031859,0.005266
0.031748,0.005029
0.031655,0.004785
0.031561,0.004545
0.031467,0.004324
0.031394,0.004075
0.031324,0.003846
0.031230,0.003583
0.031162,0.003380
0.031101,0.003146
0.031038,0.002912
0.030987,0.002691
0.030938,0.002461
0.030890,0.002234
0.030853,0.002012
0.030815,0.001784
0.030781,0.001560
0.030756,0.001337
0.030732,0.001113
0.030712,0.000890
0.030700,0.000668
0.030688,0.000445
-1.311027,0.022440
