-0.154059,0.000000
-0.065956,0.000834
-0.065955,0.001668
-0.065956,0.002502
-0.065956,0.003338
-0.065955,0.004174
-0.065955,0.005011
-0.065954,0.005851
-0.065954,0.006692
-0.065953,0.007535
-0.065953,0.008381
-0.065952,0.009229
-0.065951,0.010081
-0.065950,0.010936
-0.065948,0.011793
-0.065948,0.012657
-0.065947,0.013524
-0.065948,0.014391
-0.065945,0.015270
-0.065941,0.016151
-0.065955,0.017032
-0.065938,0.017937
-0.065937,0.018831
-0.065931,0.019732
-0.065935,0.020645
-0.065934,0.021560
-0.065930,0.022489
-0.065927,0.023422
-0.065939,0.024358
-0.065921,0.025324
-0.065922,0.026283
-0.065914,0.027249
-0.065915,0.028228
-0.065914,0.029222
-0.065908,0.030223
-0.065907,0.031234
-0.065903,0.032263
-0.065898,0.033301
-0.065898,0.034353
-0.065892,0.035420
-0.065887,0.036498
-0.065885,0.037596
-0.065879,0.038708
-0.065876,0.039834
-0.065871,0.040982
-0.065866,0.042146
-0.065863,0.043326
-0.065856,0.044530
-0.065849,0.045752
-0.065846,0.046997
-0.065839,0.048266
-0.065831,0.049554
-0.065827,0.050870
-0.065818,0.052213
-0.065811,0.053579
-0.065804,0.054977
-0.065795,0.056405
-0.065788,0.057861
-0.065781,0.059352
-0.065769,0.060876
-0.065760,0.062436
-0.065751,0.064038
-0.065738,0.065674
-0.065731,0.067353
-0.065716,0.069082
-0.065703,0.070846
-0.065695,0.072668
-0.065673,0.074542
-0.065663,0.076463
-0.065655,0.078451
-0.065627,0.080498
-0.065606,0.082594
-0.065585,0.084767
-0.065584,0.087008
-0.065557,0.089342
-0.065528,0.091745
-0.065517,0.094240
-0.065491,0.096826
-0.065461,0.099513
-0.065426,0.102297
-0.065389,0.105185
-0.065378,0.108202
-0.065335,0.111363
-0.065295,0.114642
-0.065265,0.118084
-0.065216,0.121684
-0.065173,0.125451
-0.065125,0.129415
-0.065067,0.133578
-0.065011,0.137963
-0.064947,0.142596
-0.064875,0.147489
-0.064802,0.152671
-0.064718,0.158179
-0.064624,0.164032
-0.064526,0.170278
-0.064411,0.176960
-0.064286,0.184118
-0.064149,0.191824
-0.063989,0.200137
-0.063815,0.209136
-0.063616,0.218925
-0.063384,0.229609
-0.063125,0.241328
-0.062827,0.254254
-0.062475,0.268584
-0.062066,0.284584
-0.061581,0.302583
-0.061000,0.322992
-0.060306,0.346377
-0.059441,0.373477
-0.058370,0.405309
-0.057012,0.443341
-0.055234,0.489714
-0.052856,0.547745
-0.049555,0.622888
-0.044725,0.724771
-0.037188,0.872387
-0.024114,1.109435
0.002969,1.564965
0.085775,2.870440
8.196177,124.962128
-0.269991,-2.313432
-0.183799,-0.890764
-0.160008,-0.355353
-0.154059,0.000000
-0.160016,0.355333
-0.183790,0.890744
-0.269984,2.313395
8.196065,-124.962128
0.085779,-2.870407
0.002957,-1.564954
-0.024117,-1.109426
-0.037192,-0.872383
-0.044732,-0.724767
-0.049556,-0.622884
-0.052860,-0.547740
-0.055234,-0.489712
-0.057012,-0.443341
-0.058371,-0.405306
-0.059443,-0.373475
-0.060305,-0.346375
-0.061001,-0.322990
-0.061582,-0.302582
-0.062067,-0.284582
-0.062474,-0.268584
-0.062827,-0.254254
-0.063126,-0.241327
-0.063384,-0.229608
-0.063616,-0.218925
-0.063816,-0.209136
-0.063989,-0.200136
-0.064150,-0.191823
-0.064286,-0.184118
-0.064411,-0.176959
-0.064526,-0.170277
-0.064624,-0.164031
-0.064719,-0.158178
-0.064803,-0.152671
-0.064876,-0.147488
-0.064948,-0.142596
-0.065010,-0.137963
-0.065067,-0.133578
-0.065126,-0.129415
-0.065173,-0.125450
-0.065216,-0.121684
-0.065265,-0.118084
-0.065295,-0.114642
-0.065335,-0.111362
-0.065378,-0.108201
-0.065389,-0.105185
-0.065426,-0.102297
-0.065460,-0.099512
-0.065491,-0.096826
-0.065517,-0.094240
-0.065528,-0.091745
-0.065557,-0.089341
-0.065584,-0.087008
-0.065584,-0.084767
-0.065606,-0.082594
-0.065627,-0.080498
-0.065655,-0.078451
-0.065664,-0.076463
-0.065673,-0.074543
-0.065695,-0.072668
-0.065704,-0.070846
-0.065716,-0.069082
-0.065731,-0.067352
-0.065738,-0.065674
-0.065751,-0.064038
-0.065760,-0.062436
-0.065769,-0.060876
-0.065781,-0.059352
-0.065788,-0.057861
-0.065795,-0.056405
-0.065805,-0.054977
-0.065811,-0.053579
-0.065818,-0.052213
-0.065827,-0.050870
-0.065832,-0.049554
-0.065839,-0.048265
-0.065846,-0.046997
-0.065849,-0.045752
-0.065857,-0.044530
-0.065862,-0.043326
-0.065866,-0.042145
-0.065871,-0.040982
-0.065876,-0.039833
-0.065880,-0.038707
-0.065885,-0.037596
-0.065887,-0.036498
-0.065892,-0.035419
-0.065898,-0.034352
-0.065898,-0.033301
-0.065903,-0.032263
-0.065907,-0.031233
-0.065908,-0.030222
-0.065914,-0.029221
-0.065915,-0.028228
-0.065914,-0.027249
-0.065922,-0.026283
-0.065921,-0.025324
-0.065939,-0.024358
-0.065927,-0.023422
-0.065930,-0.022489
-0.065934,-0.021559
-0.065935,-0.020645
-0.065931,-0.019732
-0.065937,-0.018830
-0.065938,-0.017937
-0.065955,-0.017032
-0.065941,-0.016150
-0.065945,-0.015270
-0.065948,-0.014391
-0.065947,-0.013524
-0.065948,-0.012657
-0.065948,-0.011793
-0.065950,-0.010936
-0.065951,-0.010081
-0.065952,-0.009229
-0.065953,-0.008381
-0.065954,-0.007535
-0.065954,-0.006692
-0.065954,-0.005851
-0.065955,-0.005011
-0.065955,-0.004174
-0.065956,-0.003338
-0.065956,-0.002502
-0.065956,-0.001668
-0.160008,-0.355353
